University Name,City,State,Zip,URL,Bachelors,Masters,DNP,Post-Grad
Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,zip,"http://www.sehcollege.edu",1,0,0,0
Southeast Missouri State University,Cape Girardeau,MO,zip,"http://www.semo.edu/nursing/",1,1,0,0
Southeastern Louisiana University,Hammond,LA,zip,"http://www.selu.edu/acad_research/depts/nurs/",1,0,1,0
Southeastern Louisiana University,Hammond,LA,zip,"http://www.selu.edu/acad_research/depts/nurs/",0,0,0,0
Southeastern University,Lakeland,FL,zip,"http://www.seu.edu/nursing",1,0,0,0
Southern California CSU DNP Consortium,Fullerton,CA,zip,"http://nursing.fullerton.edu",0,0,1,0
Southern Connecticut State University,New Haven,CT,zip,"http://www.southernct.edu",1,1,0,1
Southern Illinois University Carbondale,Carbondale,IL,zip,"https://sah.siu.edu/undergraduate/nursing/",1,0,0,0
Southern Illinois University Edwardsville,Edwardsville,IL,zip,"http://www.siue.edu",1,1,1,0
Southern Nazarene University,Bethany,OK,zip,"http://www.snu.edu",1,0,0,0
Southern New Hampshire University,Manchester,NH,zip,"http://www.snhu.edu",1,1,0,0
Southern University and A&M College,Baton Rouge,LA,zip,"http://www.subr.edu/suson",1,1,1,0
Southern Utah University,Cedar City,UT,zip,"http://www.suu.edu/sci/nursing",1,0,0,0
Southwest Minnesota State University,Marshall,MN,zip,"http://www.smsu.edu/academics/departments/nursing/",1,0,0,0
Southwest University at El Paso,El Paso,TX,zip,"http://southwestuniversity.edu",1,0,0,0
Southwestern Adventist University,Keene,TX,zip,"http://www.swau.edu/academics/nursing",1,0,0,0
Spalding University,Louisville,KY,zip,"http://www.spalding.edu/nursing",1,1,0,0
Spring Arbor University,Spring Arbor,MI,zip,"http://www.arbor.edu",1,1,1,1
Spring Hill College,Mobile,AL,zip,"http://www.shc.edu",1,0,0,0
St. Ambrose University,Davenport,IA,zip,"http://web.sau.edu/nursing/",1,0,0,0
St. Bonaventure University,St. Bonaventure,NY,zip,"https://www.sbu.edu/academics/nursing",1,0,0,0
St. Cloud State University,St. Cloud,MN,zip,"http://www.stcloudstate.edu",1,0,0,0
St. Francis College,Brooklyn Heights,NY,zip,"http://www.sfc.edu",1,0,0,0
St. John Fisher College,Rochester,NY,zip,"http://www.sjfc.edu/academics/nursing/about/index.dot",1,1,1,1
St. John's University,Collegeville,MN,zip,"http://www.csbsju.edu/nursing",0,0,0,0
St. Luke's College-UnityPoint Health,Sioux City,IA,zip,"http://www.stlukescollege.edu/body.cfm?id=167",1,0,0,0
St. Olaf College,Northfield,MN,zip,"http://wp.stolaf.edu/nursing/",1,0,0,0
St. Petersburg College,Pinellas Park,FL,zip,"http://www.spcollege.edu",1,0,0,0
St. Thomas University,Miami Gardens,FL,zip,"http://www.stu.edu/science/Programs/Nursing",1,1,0,0
Stanbridge University,Irvine,CA,zip,"http://www.stanbridge.edu",1,0,0,0
State University of New York at Delhi,Delhi,NY,zip,"http://www.delhi.edu/academics/masters/nursing/index.php",0,1,0,0
State University of New York Brockport,Brockport,NY,zip,"http://www.brockport.edu",1,1,0,1
State University of New York Downstate Health Sciences University,Brooklyn,NY,zip,"http://www.downstate.edu",1,1,1,1
State University of New York Empire State College,Saratoga Springs,NY,zip,"http://www,esc.edu/nursing",1,1,0,0
State University of New York Polytechnic Institute,Utica,NY,zip,"http://www.sunyit.edu",1,1,0,0
State University of New York Upstate Medical University,Syracuse,NY,zip,"http://www.upstate.edu",1,1,1,1
Stevenson University,Owings Mills,MD,zip,"http://www.stevenson.edu/",1,1,0,0
Stockton University,Galloway,NJ,zip,"http://www.stockton.edu",1,1,1,1
Stony Brook University,Stony Brook,NY,zip,"http://www.hsc.stonybrook.edu",1,1,1,1
Stony Brook University Medical Center,Stony Brook,NY,zip,"http://www.stonybrookmedicalcenter.org",0,0,0,0
Sul Ross State University Rio Grande College,Alpine,TX,zip,"http://www.sulross.edu/rgc",1,0,0,0
Sumner College,Portland,OR,zip,"http://www.sumnercollege.edu/",1,0,0,0
Tarleton State University,Stephenville,TX,zip,"http://www.tarleton.edu/~nursing",1,1,0,0
Temple University,Philadelphia,PA,zip,"http://chpsw.temple.edu/nursing",1,0,1,0
Tennessee Technological University,Cookeville,TN,zip,"http://www.tntech.edu/nursing",1,1,1,0
Tennessee Wesleyan University,Knoxville,TN,zip,"https://www.tnwesleyan.edu/",1,0,0,0
Texas A&M University Health Science Center,Bryan,TX,zip,"http://health.tamu.edu",1,1,0,0
Texas A&M University-Central Texas,Killeen,TX,zip,"https://www.tamuct.edu/departments/nursing/",1,0,0,0
Texas A&M University-Commerce,Commerce,TX,zip,"http://www.tamuc.edu/nursing",1,1,0,0
Texas A&M University-Corpus Christi,Corpus Christi,TX,zip,"http://www.tamucc.edu",1,1,1,1
Texas A&M University-Texarkana,Texarkana,TX,zip,"http://www.tamut.edu",1,1,0,0
Texas Christian University,Fort Worth,TX,zip,"http://www.tcu.edu",1,1,1,1
Texas Lutheran University,Seguin,TX,zip,"http://www.tlu.edu/nursing",1,0,0,0
Texas State University,Round Rock,TX,zip,"https://www.nursing.txstate.edu/",1,1,0,0
Texas Tech University Health Sciences Center,Lubbock,TX,zip,"http://www.ttuhsc.edu/son",1,1,1,1
Texas Tech University Health Sciences Center-El Paso,El Paso,TX,zip,"http://elpaso.ttuhsc.edu/son/",1,1,0,0
Texas Wesleyan University,Fort Worth,TX,zip,"http://www.txwes.edu",0,1,1,1
Texas Woman's University,Denton,TX,zip,"http://www.twu.edu",1,1,1,0
Thomas Edison State University,Trenton,NJ,zip,"http://www.tesc.edu",1,1,1,0
Thomas Jefferson University,Philadelphia,PA,zip,"http://www.tju.edu",1,1,1,1
Thomas Jefferson University Hospitals,Philadelphia,PA,zip,"http://www.jeffersonhospital.org/",0,0,0,0
Toccoa Falls College,Toccoa Falls,GA,zip,"http://tfc.edu/academics/schools/fetterman-school-of-nursing/",1,0,0,0
Touro College,Brooklyn,NY,zip,"http://www1.touro.edu/shs/nursing/nursing.php",1,0,0,0
Touro University California,Vallejo,CA,zip,"http://nursing.tu.edu",0,1,1,1
Touro University Nevada,Henderson,NV,zip,"http://www.tun.touro.edu",1,1,1,1
Towson University,Towson,MD,zip,"http://www.towson.edu",1,1,0,0
Trevecca Nazarene University,Nashville,TN,zip,"http://www.trevecca.edu/news/2005/04/05/trevecca-adds-nursing-program.6301",0,0,0,0
Trine University,Angola,IN,zip,"http://www.trine.edu/bsn",1,0,0,0
Trinidad State College,Trinidad,CO,zip,"http://www.trinidadstate.edu/rn-bsn/index.html",1,0,0,0
Trinity Christian College,Palos Heights,IL,zip,"http://www.trnty.edu",1,0,0,0
Trinity College of Nursing and Health Sciences,Rock Island,IL,zip,"http://www.trinitycollegeqc.edu/.",1,1,0,0
Trinity Washington University,Washington,DC,zip,"http://www.trinitydc.edu",1,0,0,0
Truett McConnell University,Cleveland,GA,zip,"http://www.truett.edu/nursing",1,0,0,0
Truman State University,Kirksville,MO,zip,"http://www.truman.edu",1,0,0,0
Tusculum University,Greeneville,TN,zip,"http:www.tusculum.edu/nursing",1,0,0,0
UCHealth,Aurora,CO,zip,"http://www.uch.edu/find-a-job/nursing-program/Graduate-Nurse-Residency-Program/graduate-nurse-residency-program.aspx",0,0,0,0
UK HealthCare,Lexington,KY,zip,"http://ukhealthcare.uky.edu/nursing/",0,0,0,0
UNC Charlotte/WCU Dual DNP Program,Charlotte,NC,zip,"http://nursing.uncc.edu",0,0,1,0
Uniformed Services University of the Health Sciences,Bethesda,MD,zip,"https://www.usuhs.edu/",0,1,1,0
Union College-Kentucky,Barbourville,KY,zip,"http://www.unionky.edu",1,0,0,0
Union College-Nebraska,Lincoln,NE,zip,"http://www.ucollege.edu",1,0,0,0
Union University,Jackson,TN,zip,"http://www.uu.edu/academics/son/",1,1,1,1
United States University,San Diego,CA,zip,"http://www.usuniversity.edu/programs/school-of-nursing/",1,1,0,0
Unitek College,Fremont,CA,zip,"http://www.unitekcollege.edu",1,0,0,0
Universidad Adventista de las Antillas,Mayaguez,PR,zip,"http://www.uaa.edu/esp/index.php/enfermeria",1,1,0,0
Universidad Ana G. Mendez,Gurabo,PR,zip,"http://www.suagm.edu",1,1,0,0
Universidad Central de Bayamon,Bayamon,PR,zip,"http://www.ucb.edu.pr",1,0,0,0
Universidad del Sagrado Corazon,San Juan,PR,zip,"http://www.sagrado.edu/enfermeria/",1,0,0,0
Universidad Interamericana de Puerto Rico-Barranquitas,Barranquitas,PR,zip,"http://www.br.uipr.edu/inter/index.php/programa-de-enfermeria.html",1,0,0,0
Universidad Interamericana de Puerto Rico-Bayamon,Bayamon,PR,zip,"http://enfermeria.azurewebsites.net/",1,0,0,0
Universidad Interamericana de Puerto Rico-Guayama,Guayama,PR,zip,"http://www.guayama.inter.edu/academicos.html",1,0,0,0
Universidad Interamericana de Puerto Rico-Ponce,Mercedita,PR,zip,"http://ponce.inter.edu/acred/enfermeria/index.html",1,0,0,0
Universidad Interamericana de Puerto Rico-San German,San German,PR,zip,"http://www.sg.inter.edu",1,0,0,0
"University at Buffalo, State University of New York",Buffalo,NY,zip,"http://nursing.buffalo.edu",1,0,1,1
"University of Akron, The",Akron,OH,zip,"http://www.uakron.edu",1,1,1,1
University of Alabama at Birmingham,Birmingham,AL,zip,"http://www.uab.edu/son/index.htm",1,1,1,1
"University of Alabama in Huntsville, The",Huntsville,AL,zip,"http://www.uah.edu/nursing",1,1,1,1
"University of Alabama, The",Tuscaloosa,AL,zip,"http://www.ua.edu",1,1,1,1
University of Alaska Anchorage,Anchorage,AK,zip,"http://www.uaa.alaska.edu/schoolofnursing/",0,0,1,0
University of Arizona Global Campus,Chandler,AZ,zip,"https://www.uagc.edu/online-degrees/bachelors/nursing",1,0,0,0
"University of Arizona, The",Tucson,AZ,zip,"http://www.nursing.arizona.edu/",1,1,1,1
University of Arkansas,Fayetteville,AR,zip,"http://nurs.uark.edu",1,1,1,0
University of Arkansas at Pine Bluff,Pine Bluff,AR,zip,"http://www.uapb.edu/",1,0,0,0
University of Arkansas for Medical Sciences,Little Rock,AR,zip,"http://nursing.uams.edu",1,1,1,1
University of Arkansas-Fort Smith,Fort Smith,AR,zip,"http://uafs.edu/health/college-health-sciences-home-0",1,0,0,0
University of Bridgeport,Bridgeport,CT,zip,"http://www.bridgeport.edu/rntobsn",1,1,0,0
"University of California, Davis",Sacramento,CA,zip,"http://nursing.ucdavis.edu",0,1,0,0
"University of California, Irvine",Irvine,CA,zip,"http://www.ucihs.uci.edu/nursing/",1,1,1,0
"University of California, Los Angeles",Los Angeles,CA,zip,"http://www.nursing.ucla.edu",1,1,1,0
"University of California, San Francisco",San Francisco,CA,zip,"http://www.nurseweb.ucsf.edu",0,1,1,1
University of Central Arkansas,Conway,AR,zip,"http://www.uca.edu/chas/nursing.html",1,1,1,1
University of Central Florida,Orlando,FL,zip,"http://www.nursing.ucf.edu",1,1,1,1
University of Central Missouri,Warrensburg,MO,zip,"http://www.ucmo.edu/",1,1,0,0
University of Central Oklahoma,Edmond,OK,zip,"http://www.uco.edu/cms/nursing/index.asp",1,1,0,0
University of Cincinnati,Cincinnati,OH,zip,"http://www.uc.edu",1,1,1,1
University of Colorado,Aurora,CO,zip,"http://www.nursing.ucdenver.edu",1,1,1,1
University of Colorado at Colorado Springs,Colorado Springs,CO,zip,"http://www.uccs.edu/bethel",1,1,1,1
University of Connecticut,Storrs,CT,zip,"http://www.nursing.uconn.edu",1,1,1,1
University of Delaware,Newark,DE,zip,"https://sites.udel.edu/nursing/",1,1,1,1
University of Detroit Mercy,Detroit,MI,zip,"http://www.udmercy.edu",1,1,1,1
University of Dubuque,Dubuque,IA,zip,"http://www.dbq.edu/academics/nursing",1,0,0,0
"University of Findlay, The",Findlay,OH,zip,"http://www.findlay.edu/healthprofessions/nursing",1,0,0,0
University of Florida,Gainesville,FL,zip,"http://www.nursing.ufl.edu",1,0,1,1
University of Hartford,West Hartford,CT,zip,"http://www.hartford.edu",1,1,0,0
University of Hawaii at Hilo,Hilo,HI,zip,"http://hilo.hawaii.edu/depts/nursing/",0,0,1,0
University of Hawaii at Manoa,Honolulu,HI,zip,"http://www.nursing.hawaii.edu",1,1,1,0
University of Houston,Sugar Land,TX,zip,"http://www.uh.edu/nursing",1,1,0,0
University of Houston-Downtown,Houston,TX,zip,"http://www.uhd.edu/academics/sciences/nursing/",1,0,0,0
University of Houston-Victoria,Victoria,TX,zip,"https://www.uhv.edu/education/undergraduate-degrees/nursing/",1,0,0,0
University of Illinois at Chicago,Chicago,IL,zip,"http://www.uic.edu/nursing/",1,1,1,1
University of Indianapolis,Indianapolis,IN,zip,"http://www.uindy.edu",1,1,1,1
University of Iowa Hospitals and Clinics,Iowa City,IA,zip,"http://www.uihealthcare.org",0,0,0,0
"University of Iowa, The",Iowa City,IA,zip,"http://www.nursing.uiowa.edu",1,1,1,1
University of Jamestown,Jamestown,ND,zip,"http://www.uj.edu",1,0,0,0
University of Kansas,Kansas City,KS,zip,"http://nursing.kumc.edu",1,1,1,0
"University of Kansas Health System, Kansas City Division, The",Kansas City,KS,zip,"http://www.kumed.com",0,0,0,0
University of Kentucky,Lexington,KY,zip,"http://www.uknursing.uky.edu",1,1,1,1
University of Louisiana at Lafayette,Lafayette,LA,zip,"http://www.nursing.louisiana.edu",1,0,1,0
University of Louisiana at Lafayette,Lafayette,LA,zip,"http://www.nursing.louisiana.edu",0,0,0,0
"University of Louisiana at Monroe, The",Monroe,LA,zip,"http://www.ulm.edu/nursing",1,1,0,0
University of Louisville,Louisville,KY,zip,"http://www.louisville.edu/nursing",1,1,1,1
University of Louisville Hospital,Louisville,KY,zip,"http://www.uoflhealthcare.org",0,0,0,0
University of Lynchburg,Lynchburg,VA,zip,"http://www.lynchburg.edu",1,0,0,0
University of Maine,Orono,ME,zip,"http://www.umaine.edu/nursing",1,1,0,1
University of Maine at Fort Kent,Fort Kent,ME,zip,"http://www.umfk.maine.edu/",1,0,0,0
University of Mary,Bismarck,ND,zip,"http://www.umary.edu",1,1,1,0
University of Mary Hardin-Baylor,Belton,TX,zip,"http://www.umhb.edu",1,1,0,1
University of Mary Washington,Fredericksburg,VA,zip,"http://cas.umw.edu/bsn-program/",1,0,0,0
University of Maryland,Baltimore,MD,zip,"http://nursing.umaryland.edu/index.htm",1,1,1,1
University of Maryland Global Campus,Adelphi,MD,zip,"http://www.umuc.edu/academic-programs/bachelors-degrees/nursing-major.cfm",1,0,0,0
University of Massachusetts Amherst,Amherst,MA,zip,"http://www.umass.edu",1,1,1,1
University of Massachusetts Boston,Boston,MA,zip,"http://www.cnhs.umb.edu",1,1,1,1
University of Massachusetts Dartmouth,North Dartmouth,MA,zip,"http://www.umassd.edu/nursing",1,1,1,0
University of Massachusetts Global,Irvine,CA,zip,"https://www.umassglobal.edu/",1,0,1,0
University of Massachusetts Lowell,Lowell,MA,zip,"http://www.uml.edu/college/she",1,1,1,0
University of Massachusetts Medical School,Worcester,MA,zip,"http://www.umassmed.edu/gsn",0,1,1,1
University of Memphis,Memphis,TN,zip,"http://nursing.memphis.edu",1,1,0,1
University of Miami,Coral Gables,FL,zip,"http://www.miami.edu/nur",1,1,1,1
University of Michigan - Ann Arbor,Ann Arbor,MI,zip,"http://www.nursing.umich.edu",1,1,1,1
University of Michigan - Flint,Flint,MI,zip,"http://www.umflint.edu/nursing",1,1,1,1
University of Minnesota,Minneapolis,MN,zip,"https://www.nursing.umn.edu/",1,1,1,1
University of Mississippi Medical Center,Jackson,MS,zip,"http://son.umc.edu/",1,1,1,1
University of Missouri - Columbia,Columbia,MO,zip,"http://nursing.missouri.edu",1,1,1,1
University of Missouri - Kansas City,Kansas City,MO,zip,"http://www.umkc.edu/",1,1,1,1
University of Missouri - St. Louis,St. Louis,MO,zip,"http://www.umsl.edu/~nursing/",1,0,1,1
University of Mobile,Mobile,AL,zip,"http://www.umobile.edu",1,1,1,1
University of Mount Olive,Mount Olive,NC,zip,"http://www.umo.edu",1,1,0,0
University of Mount Union,Alliance,OH,zip,"http://www.mountunion.edu/nursing-major",1,0,0,0
University of Nebraska Medical Center,Omaha,NE,zip,"http://www.unmc.edu/nursing/",1,1,1,1
"University of Nevada, Las Vegas",Las Vegas,NV,zip,"http://nursing.unlv.edu/",1,1,1,1
"University of Nevada, Reno",Reno,NV,zip,"http://www.unr.edu",1,1,1,1
University of New Hampshire,Durham,NH,zip,"http://chhs.unh.edu/nursing",1,1,1,1
University of New Mexico,Albuquerque,NM,zip,"http://nursing.unm.edu/",1,1,1,1
University of North Alabama,Florence,AL,zip,"http://www.una.edu",1,1,0,1
University of North Carolina at Chapel Hill,Chapel Hill,NC,zip,"http://www.unc.edu/depts/nursing/",1,1,1,1
"University of North Carolina at Charlotte, The",Charlotte,NC,zip,"http://www.uncc.edu",1,1,0,1
"University of North Carolina at Charlotte, The",Charlotte,NC,zip,"http://www.uncc.edu",0,0,0,0
University of North Carolina at Greensboro,Greensboro,NC,zip,"http://www.uncg.edu",1,1,1,0
University of North Carolina at Pembroke,Pembroke,NC,zip,"http://www.uncp.edu/nursing/",1,1,0,0
University of North Carolina at Wilmington,Wilmington,NC,zip,"http://www.uncw.edu/son",1,1,1,1
University of North Dakota,Grand Forks,ND,zip,"http://www.nursing.und.edu/",1,1,1,1
University of North Florida,Jacksonville,FL,zip,"http://www.unf.edu/brooks/nursing/",1,0,1,0
University of Northern Colorado,Greeley,CO,zip,"http://www.unco.edu/nhs/nursing",1,1,1,1
University of Northwestern - St. Paul,St. Paul,MN,zip,"http://www.unwsp.edu/web/undergrad/nursing",1,0,0,0
"University of Oklahoma Health Sciences Center, The",Oklahoma City,OK,zip,"http://www.nursing.ouhsc.edu",1,1,1,1
University of Pennsylvania,Philadelphia,PA,zip,"http://www.upenn.edu/nursing/",1,1,1,1
University of Phoenix,Phoenix,AZ,zip,"http://www.phoenix.edu",1,1,1,0
University of Pittsburgh,Pittsburgh,PA,zip,"http://nursing.pitt.edu",1,1,1,1
University of Portland,Portland,OR,zip,"http://nursing.up.edu/",1,0,1,0
University of Providence,Great Falls,MT,zip,"http://www.uprovidence.edu",1,1,0,0
University of Puerto Rico,San Juan,PR,zip,"http://enfermeria.rcm.upr.edu",1,1,0,0
University of Rhode Island,Kingston,RI,zip,"http://www.uri.edu/nursing",1,1,1,1
University of Rochester,Rochester,NY,zip,"http://www.urmc.rochester.edu/son",1,1,1,0
University of Saint Francis,Fort Wayne,IN,zip,"http://www.sf.edu",1,1,1,1
University of Saint Joseph,West Hartford,CT,zip,"http://www.usj.edu",1,1,1,1
University of Saint Mary,Leavenworth,KS,zip,"http://www.stmary.edu",1,1,0,0
University of San Diego,San Diego,CA,zip,"http://www.sandiego.edu/nursing/",0,1,1,0
University of San Francisco,San Francisco,CA,zip,"http://www.usfca.edu/nursing",1,1,1,1
University of Scranton,Scranton,PA,zip,"http://www.scranton.edu",1,1,1,1
University of Sioux Falls,Sioux Falls,SD,zip,"http://www.usiouxfalls.edu",1,0,0,0
University of South Alabama,Mobile,AL,zip,"https://www.southalabama.edu/colleges/con/",1,1,1,1
University of South Carolina,Columbia,SC,zip,"http://www.sc.edu/nursing",1,1,1,1
University of South Carolina Aiken,Aiken,SC,zip,"http://www.usca.edu/nursing",1,0,0,0
University of South Carolina Beaufort,Bluffton,SC,zip,"http://www.uscb.edu",1,0,0,0
University of South Carolina Upstate,Spartanburg,SC,zip,"http://www.uscupstate.edu",1,1,0,0
"University of South Dakota, The",Sioux Falls,SD,zip,"http://www.usd.edu/nursing",1,0,0,0
University of South Florida,Tampa,FL,zip,"http://hsc.usf.edu/nocms/nursing/index.html",1,1,1,0
University of Southern California,Los Angeles,CA,zip,"http://sowkweb.usc.edu/master-science-nursing",0,1,0,0
University of Southern Indiana,Evansville,IN,zip,"http://health.usi.edu",1,1,1,1
University of Southern Maine,Portland,ME,zip,"http://www.usm.maine.edu/nursing",1,1,1,1
"University of Southern Mississippi, The",Hattiesburg,MS,zip,"http://www.nursing.usm.edu",1,0,1,1
University of St. Augustine for Health Sciences,San Marcos,CA,zip,"https://www.usa.edu/",0,1,1,1
University of St. Francis,Joliet,IL,zip,"http://www.stfrancis.edu",1,1,1,1
University of St. Thomas - TX,Houston,TX,zip,"http://www.stthom.edu",1,1,1,1
"University of Tampa, The",Tampa,FL,zip,"http://www.ut.edu",1,1,0,1
University of Tennessee at Chattanooga,Chattanooga,TN,zip,"http://www.utc.edu/nursing",1,1,1,1
"University of Tennessee Health Science Center, The",Memphis,TN,zip,"http://uthsc.edu/nursing",1,0,1,0
"University of Tennessee Southern, The",Pulaski,TN,zip,"http://www.martinmethodist.edu/academics/majorminor/nursing",1,0,0,0
"University of Tennessee, Knoxville",Knoxville,TN,zip,"http://nursing.utk.edu",1,0,1,1
University of Texas at Arlington,Arlington,TX,zip,"http://www.uta.edu/nursing/",1,1,1,1
University of Texas at Austin,Austin,TX,zip,"http://www.utexas.edu/nursing/",1,1,1,1
University of Texas at El Paso,El Paso,TX,zip,"http://www.utep.edu",1,1,1,1
University of Texas at Tyler,Tyler,TX,zip,"http://www.uttyler.edu/nursing",1,1,1,1
"University of Texas Health Science Center at Houston, The",Houston,TX,zip,"http://son.uth.tmc.edu",1,1,1,1
University of Texas Health Science Center at San Antonio,San Antonio,TX,zip,"http://www.uthscsa.edu",1,1,1,1
University of Texas Medical Branch at Galveston,Galveston,TX,zip,"http://www.utmb.edu",1,1,1,0
University of Texas Medical Branch Health System,Galveston,TX,zip,"https://www.utmb.edu/",0,0,0,0
"University of Texas of the Permian Basin, The",Odessa,TX,zip,"http://aa.utpb.edu/nursing/",1,0,0,0
University of Texas Rio Grande Valley,Edinburg,TX,zip,"http://portal.utpa.edu/portal/page/portal/utpa_main/daa_home/hshs_home/hshs_nursing/",1,1,0,1
University of the Cumberlands,Williamsburg,KY,zip,"http://gradweb.ucumberlands.edu/medicine/rn-bsn/overview",1,1,0,0
University of the Incarnate Word,San Antonio,TX,zip,"http://www.uiw.edu",1,1,1,1
University of Toledo,Toledo,OH,zip,"http://www.utoledo.edu/nursing/index.html",1,1,1,1
University of Toledo,Toledo,OH,zip,"http://www.utoledo.edu/nursing/index.html",0,0,0,0
University of Toledo Consortium,Toledo,OH,zip,"http://www.utoledo.edu/nursing",1,0,0,0
University of Utah,Salt Lake City,UT,zip,"http://www.nurs.utah.edu",1,1,1,1
"University of Vermont, The",Burlington,VT,zip,"http://www.uvm.edu",1,1,1,1
University of Virginia,Charlottesville,VA,zip,"http://www.nursing.virginia.edu",1,1,1,0
"University of Virginia's College at Wise, The",Wise,VA,zip,"http://www.uvawise.edu",1,0,0,0
University of Washington,Seattle,WA,zip,"http://nursing.uw.edu",1,1,1,1
University of West Florida,Pensacola,FL,zip,"http://www.uwf.edu/nursing",1,1,0,0
University of West Georgia,Carrollton,GA,zip,"https://www.westga.edu/nursing/",1,1,0,0
"University of Wisconsin, Eau Claire",Eau Claire,WI,zip,"http://www.uwec.edu/CONHS/departments/nursing/index.htm",1,1,1,0
"University of Wisconsin, Green Bay",Green Bay,WI,zip,"https://www.uwgb.edu/nursing-health/",1,1,0,0
"University of Wisconsin, Madison",Madison,WI,zip,"https://nursing.wisc.edu/",1,0,1,1
"University of Wisconsin, Milwaukee",Milwaukee,WI,zip,"http://www.uwm.edu",1,1,1,1
"University of Wisconsin, Oshkosh",Oshkosh,WI,zip,"http://www.uwosh.edu/home_pages/colleges/con/",1,1,1,0
"University of Wisconsin, Stevens Point",Stevens Point,WI,zip,"http://www.uwsp.edu/shcp/pages/prenrsg/prenrsg.aspx",1,0,0,0
University of Wyoming,Laramie,WY,zip,"http://www.uwyo.edu/nursing ",1,1,1,0
Upper Iowa University,Cedar Rapids,IA,zip,"http://www.uiu.edu/nursing",1,0,0,0
Ursuline College,Pepper Pike,OH,zip,"http://www.ursuline.edu",1,1,1,1
Utica University,Utica,NY,zip,"http://www.utica.edu/academic/hhs/nursing/homepage/nursing.htm",1,1,0,1
UW Health,Madison,WI,zip,"http://www.uwhealth.org",0,0,0,0
VA Ann Arbor Healthcare System,Ann Arbor,MI,zip,"http://www.annarbor.va.gov",0,0,0,0
VA Boston Healthcare System,West Roxbury,MA,zip,"http://www.boston.va.gov",0,0,0,0
VA Connecticut Healthcare System,West Haven,CT,zip,"http://www.connecticut.va.gov",0,0,0,0
VA North Texas Health Care System,Dallas,TX,zip,"http://www.northtexas.va.gov",0,0,0,0
VA Northern California Health Care System,Mather,CA,zip,"http://www.northerncalifornia.va.gov/",0,0,0,0
VA Portland Health Care System,Salt Lake City,UT,zip,"http://www.saltlakecity.va.gov",0,0,0,0
Valdosta State University,Valdosta,GA,zip,"https://www.valdosta.edu/colleges/nursing-and-health-sciences/",1,1,0,1
Valencia College,Orlando,FL,zip,"http://valenciacollege.edu/bachelordegrees",1,0,0,0
Valparaiso University,Valparaiso,IN,zip,"http://www.valpo.edu/nursing",1,1,1,0
Vanderbilt University,Nashville,TN,zip,"http://www.nursing.vanderbilt.edu/",0,1,1,1
Vanguard University of Southern California,Costa Mesa,CA,zip,"http://www.vanguard.edu/sps/nursing",1,1,0,0
Villanova University,Villanova,PA,zip,"http://www.nursing.villanova.edu",1,1,1,1
Virginia Commonwealth University,Richmond,VA,zip,"http://www.nursing.vcu.edu/index.html",1,1,1,1
Virginia Commonwealth University Medical Center,Richmond,VA,zip,"http://www.vcuhealth.org",0,0,0,0
Viterbo University,LaCrosse,WI,zip,"http://www.viterbo.edu",1,0,1,0
Walden University,Minneapolis,MN,zip,"http://www.waldenu.edu",1,1,1,1
Walla Walla University,College Place,WA,zip,"http://www.wallawalla.edu/academics/areas-of-study/undergraduate-programs/nursing",1,0,0,0
Walsh University,North Canton,OH,zip,"http://www.walsh.edu/nursing-program",1,1,1,1
Warner Pacific University,Portland,OR,zip,"https://www.warnerpacific.edu/academics/majors/nursing/",1,0,0,0
Washburn University,Topeka,KS,zip,"http://www.washburn.edu/sonu/index.html",1,1,1,1
Washington Adventist University,Takoma Park,MD,zip,"http://www.wau.edu/index.php/academics/undergraduate-programs/nursing-department",1,1,0,0
Washington State University,Spokane,WA,zip,"http://www.nursing.wsu.edu",1,1,1,0
Wayne State University,Detroit,MI,zip,"http://www.nursing.wayne.edu",1,1,1,0
Waynesburg University,Waynesburg,PA,zip,"http://www.waynesburg.edu",1,1,1,0
Wenatchee Valley College,Wenatchee,WA,zip,"https://www.wvc.edu/",1,0,0,0
Wesleyan College,Macon,GA,zip,"http://www.wesleyancollege.edu/academics/undergraduate/majorsminors/nursing/index.cfm",1,0,0,0
West Chester University,West Chester,PA,zip,"http://www.wcupa.edu",1,1,1,0
West Coast University,Irvine,CA,zip,"http://www.westcoastuniversity.edu",1,1,1,1
West Liberty University,West Liberty,WV,zip,"http://www.westliberty.edu",1,0,0,0
West Texas A & M University,Canyon,TX,zip,"http://www.wtamu.edu",1,1,0,1
West Virginia University,Morgantown,WV,zip,"http://www.hsc.wvu.edu/son/",1,1,1,1
West Virginia Wesleyan College,Buckhannon,WV,zip,"http://www.wvwc.edu/academics/dept/nursing/",1,1,1,0
Western Carolina University - Cullowhee,Cullowhee,NC,zip,"http://www.wcu.edu/",1,1,0,1
Western Carolina University - Cullowhee,Cullowhee,NC,zip,"http://www.wcu.edu/",0,0,0,0
Western Connecticut State University,Danbury,CT,zip,"http://wcsu.ctstateu.edu/nursing",1,1,0,1
Western Governors University,Salt Lake City,UT,zip,"http://www.wgu.edu/index.asp",1,1,0,0
Western Illinois University,Macomb,IL,zip,"http://www.wiu.edu/nursing",1,0,0,0
Western Kentucky University,Bowling Green,KY,zip,"http://www.wku.edu/nursing/index.php",1,1,1,1
Western Michigan University,Kalamazoo,MI,zip,"http://www.wmich.edu/hhs/nursing/index.htm",1,1,0,0
